id,price,desc,numstories,yearbuilt,exteriorfinish,rooftype,basement,totalrooms,bedrooms,bathrooms,fireplaces,sqft,lotarea,state,zipcode,AvgIncome
VA10644,290205.6969,SINGLE FAMILY,1,1956,Brick,SHINGLE,0,8,3,1.5,NA,1847,7021.62,VA,23221,39943
VA10885,234759.7025,SINGLE FAMILY,2,1924,Stucco,METAL,0,6,3,3,NA,1536,4900,VA,23222,29570
PA10528,47783.97285,SINGLE FAMILY,1.8,1931,Frame,SHINGLE,1,6,3,1,1,1251,6834,PA,15003,37868
VA10898,513007.3814,SINGLE FAMILY,1.5,1941,Stone,SLATE,0,8,3,3,NA,2036,6600,VA,23226,50519
VA10489,222181.0751,SINGLE FAMILY,2,1900,Brick,METAL,0,8,3,2,NA,1194,2614,VA,23219,11306
VA10532,253088.7994,SINGLE FAMILY,2,1947,Brick,SLATE,0,6,3,1.5,NA,1408,19234,VA,23225,35101
PA10834,190048.3444,SINGLE FAMILY,2.5,1925,Brick,SLATE,1,7,3,1.5,1,2064,3603,PA,15224,22880
PA10756,225705.7188,SINGLE FAMILY,1,1946,Brick,SLATE,0,7,3,2,0,1815,40135,PA,15238,67370
PA10746,116212.2589,SINGLE FAMILY,2,1949,Brick,SHINGLE,1,6,3,1,0,1425,7150,PA,15236,46913
PA10301,1665583.235,SINGLE FAMILY,2,2001,Frame,SHINGLE,1,16,5,5.5,2,9008,167654,PA,15215,43750
VA10110,314146.3935,SINGLE FAMILY,2,1958,Brick,SHINGLE,0,9,4,2.5,NA,2968,14100,VA,23220,26557
VA10945,203499.5875,SINGLE FAMILY,1,1955,Brick,SHINGLE,0,6,3,1,NA,1144,11831,VA,23227,36568
VA10880,233608.1664,SINGLE FAMILY,1,1925,Brick,SHINGLE,0,6,3,1.5,NA,1186,10000,VA,23226,50519
VA10044,315443.3511,SINGLE FAMILY,1.5,1933,Brick,SLATE,0,6,3,2,NA,1774,7743.75,VA,23227,36568
VA10833,129499.8699,SINGLE FAMILY,1,1910,Brick,SHINGLE,0,6,3,1,NA,1248,3810,VA,23224,27132
VA10770,236951.5757,SINGLE FAMILY,1,1932,Frame,SHINGLE,0,5,2,1,NA,1227,7000,VA,23227,36568
PA10083,480970.4309,SINGLE FAMILY,2,1955,Brick,SHINGLE,1,9,4,3,2,2352,81806,PA,15238,67370
VA10042,318211.4059,SINGLE FAMILY,1.5,1941,Brick,SLATE,0,6,3,2,NA,1575,4462.5,VA,23221,39943
PA10539,331314.433,SINGLE FAMILY,2,1968,Frame,SHINGLE,1,9,4,3.5,1,3100,8501,PA,15243,60717
VA11000,608585.9453,SINGLE FAMILY,1.5,1937,Brick,SLATE,0,8,4,2.5,NA,2721,7684.6,VA,23226,50519
PA10357,43841.84763,SINGLE FAMILY,1,1950,Frame,SHINGLE,1,3,1,1,0,895,2250,PA,15030,50313
VA10889,215754.7192,SINGLE FAMILY,2,1949,Brick,SHINGLE,0,7,3,1.5,NA,1712,9000,VA,23222,29570
VA10988,180850.3051,SINGLE FAMILY,2,1922,Stucco,SLATE,0,9,3,1.5,NA,1572,6750,VA,23222,29570
PA10260,87136.4301,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,6,2,1,0,1385,11469,PA,15030,50313
VA10156,159094.7374,SINGLE FAMILY,2,1924,Stucco,SHINGLE,0,8,3,1.5,NA,1252,3499.65,VA,23222,29570
PA10771,97636.6361,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,6,2,2,1,1064,16632,PA,15243,60717
PA10604,448789.7863,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,10,6,3.5,3,5310,12600,PA,15218,35983
VA10116,631392.5643,SINGLE FAMILY,2,1900,Brick,METAL,0,18,8,9,NA,4496,6039,VA,23220,26557
VA10962,796541.6686,SINGLE FAMILY,2,1939,Brick,SLATE,1,12,4,4,NA,3141,13200,VA,23226,50519
VA10778,357694.1142,SINGLE FAMILY,2,1926,Brick,METAL,0,9,4,1.5,NA,1410,1954.58,VA,23221,39943
PA10499,69979.68569,SINGLE FAMILY,2,1928,Frame,SHINGLE,1,5,2,1,0,1248,3600,PA,15034,57850
PA10194,401642.5385,SINGLE FAMILY,2,1997,Brick,SHINGLE,1,9,4,3.5,2,3073,20829,PA,15025,60669
PA10497,1044650.417,SINGLE FAMILY,2,2009,Frame,SHINGLE,1,10,5,6,0,4640,49353,PA,15044,95289
VA10930,169695.577,SINGLE FAMILY,2,1935,Brick,METAL,0,8,3,1,NA,1276,6387.03,VA,23222,29570
VA10449,487020.5085,SINGLE FAMILY,2,1966,Brick,SHINGLE,0,8,4,3,NA,3429,28470,VA,23235,56989
PA10548,43214.83604,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,6,3,1,0,1440,2500,PA,15030,50313
PA10205,740760.2214,SINGLE FAMILY,2.5,1928,Stone,SLATE,1,12,5,4,1,5821,25454,PA,15228,58440
VA10561,265414.1047,SINGLE FAMILY,1.5,1935,Brick,SLATE,0,8,2,1,NA,1678,7200,VA,23227,36568
PA10284,46802.47949,SINGLE FAMILY,1,1951,Brick,SHINGLE,1,6,3,1,1,850,7920,PA,15235,41367
VA10671,370527.5105,SINGLE FAMILY,1,1936,Brick,SLATE,1,9,3,2.5,NA,2011,7743.75,VA,23227,36568
VA10149,1364829.192,SINGLE FAMILY,2,1930,Brick,SLATE,0,11,4,4,NA,4290,27738.2,VA,23226,50519
VA10370,426431.8693,SINGLE FAMILY,2,1910,Frame,METAL,0,9,4,2,NA,2514,4272,VA,23221,39943
VA10432,275068.9979,SINGLE FAMILY,1,1937,Brick,SLATE,0,6,2,1,NA,1171,5822,VA,23221,39943
PA10537,61449.15986,CONDOMINIUM,2,2008,Frame,SHINGLE,1,6,3,1.5,0,930,748,PA,15213,18473
PA10509,160494.035,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,1.5,0,1470,3520,PA,15213,18473
PA10082,352864.5673,SINGLE FAMILY,2,1990,Brick,SHINGLE,1,8,4,3,1,2972,13235,PA,15236,46913
PA10493,307122.8108,SINGLE FAMILY,2,2007,Brick,SHINGLE,1,8,4,2.5,0,2354,29039,PA,15025,60669
PA10789,59617.51082,SINGLE FAMILY,2,1940,Frame,SHINGLE,1,4,2,1,0,1216,3713,PA,15030,50313
PA10535,128171.9746,CONDOMINIUM,2,1993,Frame,SHINGLE,1,6,3,1.5,0,1296,2810,PA,15044,95289
PA10812,126986.0648,SINGLE FAMILY,2,2004,Frame,SHINGLE,1,6,3,1.5,0,1452,5120,PA,15025,60669
PA10635,117168.0686,ROWHOUSE,1,2004,Frame,SHINGLE,0,5,2,1,0,1040,3850,PA,15025,60669
PA10825,254468.1079,CONDOMINIUM,2,1992,Brick,SHINGLE,1,7,3,2.5,1,2112,4080,PA,15215,43750
PA10647,124286.6233,MULTI-FAMILY,2,1920,Frame,SLATE,1,7,2,2,0,1954,2500,PA,15215,43750
PA10658,824997.6742,MULTI-FAMILY,2,1860,Frame,SHINGLE,1,9,5,3,1,6912,263538,PA,15044,95289
PA10999,68357.90539,MULTI-FAMILY,2,1900,Frame,SHINGLE,1,8,4,2,0,2180,2500,PA,15220,44018
VA10339,526397.6494,SINGLE FAMILY,2.5,1925,Brick,SLATE,0,9,5,3.5,NA,2418,6250,VA,23221,39943
PA10503,247304.9128,SINGLE FAMILY,2,1994,Frame,SHINGLE,1,7,3,2.5,1,2364,17524,PA,15025,60669
VA10283,1224319.322,SINGLE FAMILY,2.5,1902,Brick,SLATE,0,12,8,5.5,NA,5530,9000,VA,23220,26557
PA10128,738192.7028,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,11,5,3.5,0,5038,20391,PA,15237,55016
PA10496,137278.2865,SINGLE FAMILY,3,1900,Frame,SHINGLE,1,9,4,1,0,2472,1820,PA,15213,18473
PA10605,1700654.666,SINGLE FAMILY,2,2012,Stone,SLATE,1,11,5,6.5,3,7841,54751,PA,15044,95289
PA10297,59134.65961,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,5,3,1,0,900,6250,PA,15220,44018
VA10278,295772.951,SINGLE FAMILY,1,1915,Frame,SHINGLE,0,8,4,3.5,NA,2655,6250,VA,23222,29570
PA10455,122763.6003,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,7,3,2,1,1222,17500,PA,15026,69387
PA10671,524588.1466,SINGLE FAMILY,2,2003,Brick,SHINGLE,1,9,4,3.5,1,4025,42819,PA,15044,95289
PA10417,223512.4589,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,7,3,2,0,2323,1218,PA,15212,26712
PA10199,268310.1608,SINGLE FAMILY,2,2013,Frame,SHINGLE,1,8,4,2.5,0,2320,7468,PA,15026,69387
VA10622,170446.1612,SINGLE FAMILY,1,1950,Stucco,ROLL,0,6,3,2,NA,1176,15000,VA,23225,35101
VA10197,868475.357,SINGLE FAMILY,2,1913,Brick,METAL,0,8,4,3.5,NA,4148,4550,VA,23220,26557
PA10164,170400.1002,SINGLE FAMILY,2,1942,Brick,SHINGLE,1,4,2,1,1,1207,12781,PA,15220,44018
VA10347,109043.4928,SINGLE FAMILY,1.5,1944,Brick,SHINGLE,0,7,4,1,NA,1254,11294,VA,23224,27132
PA10101,226153.2478,SINGLE FAMILY,1,1955,Stone,SLATE,1,5,2,1.5,1,2022,20681,PA,15235,41367
VA10731,389236.1644,SINGLE FAMILY,2,1937,Brick,SLATE,0,7,3,3,NA,1640,10062,VA,23225,35101
VA10639,263740.5358,SINGLE FAMILY,1.5,1928,Frame,SHINGLE,0,6,3,1,NA,1260,7250,VA,23227,36568
VA10200,223968.2528,SINGLE FAMILY,2,1940,Brick,SLATE,0,9,3,1,NA,1846,8820,VA,23231,43600
VA10077,97969.36931,SINGLE FAMILY,2,1920,Stucco,METAL,0,7,3,1,NA,1280,3281.25,VA,23222,29570
PA10244,105570.8324,SINGLE FAMILY,1,1954,Brick,SHINGLE,1,4,2,1.5,0,864,7500,PA,15220,44018
PA10358,223386.3355,MULTI-FAMILY,3,1900,Brick,ROLL,1,8,4,2,0,2016,1620,PA,15213,18473
PA10665,62009.07644,MULTI-FAMILY,1,1922,Frame,SHINGLE,1,6,3,1,0,1032,8954,PA,15030,50313
VA10214,140319.4792,SINGLE FAMILY,1,1969,Brick,SHINGLE,0,7,3,1,NA,1158,5604,VA,23231,43600
VA10526,142371.951,SINGLE FAMILY,1,1950,Stucco,SHINGLE,0,9,3,1,NA,1736,10920,VA,23224,27132
PA10116,196273.9665,SINGLE FAMILY,1.5,1940,Frame,SHINGLE,1,6,3,3,0,1414,23958,PA,15044,95289
PA10518,256769.7953,SINGLE FAMILY,2,2008,Frame,SHINGLE,1,8,4,2.5,0,2552,14363,PA,15025,60669
VA10685,170289.4415,SINGLE FAMILY,2,1924,Frame,METAL,0,9,4,1.5,NA,1600,4200,VA,23222,29570
VA10987,371366.8186,SINGLE FAMILY,2,1858,Brick,METAL,0,9,3,2.5,NA,1793,3166.35,VA,23223,27936
PA10618,218334.5182,CONDOMINIUM,2,2006,Frame,SHINGLE,1,6,3,2.5,0,1724,0,PA,15227,38439
PA10013,362276.5369,SINGLE FAMILY,1.5,1936,Brick,SLATE,1,6,3,3,1,2598,39917,PA,15238,67370
PA10513,69026.95717,SINGLE FAMILY,1,1920,Frame,SHINGLE,1,5,2,1,0,915,2957,PA,15218,35983
VA10083,123446.3538,SINGLE FAMILY,2,1910,Frame,METAL,0,8,3,1,NA,1188,2651.25,VA,23223,27936
VA10780,224646.9348,SINGLE FAMILY,1,1925,Frame,SLATE,0,7,3,1.5,NA,1962,8521.5,VA,23220,26557
VA10190,211461.3836,SINGLE FAMILY,2,1928,Brick,SLATE,0,10,4,1.5,NA,1932,7732,VA,23222,29570
VA10981,129742.3891,SINGLE FAMILY,1,1920,Frame,METAL,0,5,3,1,NA,1316,7200,VA,23223,27936
PA10326,531899.0011,SINGLE FAMILY,2,1975,Brick,SHINGLE,1,11,5,3.5,2,4228,435600,PA,15025,60669
VA10308,387010.0373,MULTI-FAMILY,2,1925,Brick,METAL,0,20,12,4,NA,3590,8120,VA,23222,29570
VA10580,71582.82459,SINGLE FAMILY,1,1924,Frame,METAL,0,5,2,1,NA,872,5115,VA,23224,27132
PA10687,277351.1404,SINGLE FAMILY,2,2004,Frame,SHINGLE,1,8,4,3.5,0,2872,10000,PA,15026,69387
PA10222,181288.8487,SINGLE FAMILY,1.5,1969,Brick,SHINGLE,1,9,4,2,1,2230,78408,PA,15037,55863
VA10142,690007.2883,SINGLE FAMILY,2,1910,Brick,METAL,0,9,3,2.5,NA,2802,2600,VA,23220,26557
PA10157,1269568.239,SINGLE FAMILY,2,2012,Brick,SHINGLE,1,11,5,6,0,6496,140433,PA,15044,95289
PA10630,896793.6429,SINGLE FAMILY,2,1972,Stone,SHINGLE,1,10,5,5.5,1,9058,60679,PA,15235,41367
VA10389,245533.1127,SINGLE FAMILY,2,1910,Frame,SHINGLE,0,6,2,2,NA,1511,2997,VA,23220,26557
VA10260,171533.4422,SINGLE FAMILY,1,1920,Frame,SHINGLE,0,4,2,2,NA,1014,3000,VA,23225,35101
VA10917,2951781.902,SINGLE FAMILY,2.5,1920,Brick,SLATE,0,13,6,10,NA,9685,92704,VA,23226,50519
VA10472,373089.6136,SINGLE FAMILY,2,1921,Brick,METAL,1,7,3,2,NA,1496,2910.01,VA,23221,39943
PA10905,142740.191,SINGLE FAMILY,1.5,1940,Brick,SHINGLE,1,7,3,1,0,1251,5500,PA,15238,67370
VA10814,531776.2562,SINGLE FAMILY,2,1900,Brick,METAL,0,7,3,3,NA,2378,2018.64,VA,23220,26557
VA10104,365243.8198,SINGLE FAMILY,2,1929,Stucco,SLATE,0,9,5,2,NA,2208,20000,VA,23225,35101
VA10358,445623.8823,SINGLE FAMILY,2,1949,Brick,SLATE,1,8,3,3,NA,2043,6600,VA,23225,35101
PA10832,41905.52018,SINGLE FAMILY,2,1955,Brick,SHINGLE,1,6,3,1,0,924,7500,PA,15235,41367
VA10209,438565.7502,SINGLE FAMILY,2,1963,Brick,ROLL,0,10,4,3.5,NA,3885,16552,VA,23225,35101
VA10569,311301.5956,SINGLE FAMILY,2,1925,Stucco,SLATE,0,9,4,1.5,NA,1640,7500,VA,23227,36568
PA10249,370337.0934,SINGLE FAMILY,2,1972,Frame,SHINGLE,1,8,4,2.5,1,2595,53797,PA,15044,95289
PA10811,47098.53242,SINGLE FAMILY,1,1920,Frame,SHINGLE,1,4,2,1,0,852,7500,PA,15014,42500
PA10852,100697.4971,SINGLE FAMILY,2,1895,Frame,SHINGLE,1,6,3,1,0,1356,31848,PA,15030,50313
VA10749,446842.4988,SINGLE FAMILY,2,1926,Brick,METAL,1,9,3,2.5,NA,1714,3625,VA,23221,39943
VA10545,307591.4558,SINGLE FAMILY,1.5,1936,Brick,SLATE,0,6,3,2,NA,1633,6800,VA,23227,36568
PA10597,235995.8028,SINGLE FAMILY,1,2011,Frame,SHINGLE,1,7,3,2.5,0,2347,10483,PA,15025,60669
PA10797,152153.2699,CONDOMINIUM,2,1992,Frame,SHINGLE,1,4,2,2.5,0,1224,2473,PA,15236,46913
PA10516,402908.8193,SINGLE FAMILY,2,2012,Frame,SHINGLE,1,9,4,3,0,3766,23546,PA,15026,69387
PA10976,473702.7593,SINGLE FAMILY,2,1924,Brick,SLATE,1,7,4,3,0,2745,14634,PA,15216,39526
VA10754,459150.3634,SINGLE FAMILY,2,1940,Brick,SLATE,1,8,3,2,NA,1845,7341.6,VA,23226,50519
VA10080,338329.5632,SINGLE FAMILY,2,1917,Brick,METAL,0,6,3,1.5,NA,1470,3442.5,VA,23221,39943
PA10882,86925.14467,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,8,4,2,1,1843,2087,PA,15030,50313
PA10383,262971.112,SINGLE FAMILY,2,1994,Brick,SHINGLE,1,7,4,2.5,1,3120,14375,PA,15044,95289
PA10021,1522371.531,SINGLE FAMILY,2,1937,Brick,SLATE,1,11,4,6,4,5164,446621,PA,15238,67370
PA10421,133950.3301,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,1,1,1167,9511,PA,15238,67370
PA10703,119524.3826,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,5,2,2,0,875,7576,PA,15236,46913
PA10835,43619.12975,SINGLE FAMILY,1,1945,Frame,SHINGLE,1,4,1,1,0,784,2955,PA,15225,30625
VA10766,320204.0244,SINGLE FAMILY,2,1923,Brick,METAL,0,7,2,1,NA,1496,2686.2,VA,23220,26557
VA10016,134154.8747,SINGLE FAMILY,1,1956,Brick,SHINGLE,0,6,3,1,NA,1020,15000,VA,23234,40522
PA10531,99835.01176,SINGLE FAMILY,1,1948,Brick,SHINGLE,1,6,3,1,1,1208,9269,PA,15243,60717
PA10090,262523.5048,SINGLE FAMILY,2,2010,Frame,SHINGLE,1,12,4,3,0,2152,20250,PA,15025,60669
PA10282,125279.5843,SINGLE FAMILY,2,1976,Brick,SHINGLE,1,8,4,2.5,1,2208,9000,PA,15237,55016
VA10274,267404.3993,SINGLE FAMILY,2,1987,Brick,SHINGLE,1,8,3,2.5,NA,1024,962.06,VA,23223,27936
VA10421,328985.7753,SINGLE FAMILY,2,1938,Brick,SLATE,0,8,3,2,NA,1670,8100,VA,23227,36568
VA10211,311938.4311,SINGLE FAMILY,2,1923,Stucco,SLATE,0,8,4,1,NA,2672,16459,VA,23225,35101
PA10331,443556.1369,SINGLE FAMILY,2,1934,Stone,SLATE,1,10,4,3.5,1,2453,10697,PA,15243,60717
VA10724,631316.2818,SINGLE FAMILY,1.75,1939,Brick,SLATE,0,9,3,3.5,NA,2587,7800,VA,23226,50519
PA10137,218674.8977,SINGLE FAMILY,1,1950,Stone,SLATE,1,7,3,2.5,1,1856,25067,PA,15243,60717
PA10960,164940.9581,ROWHOUSE,2,1910,Brick,SHINGLE,1,5,1,1,0,1956,1106,PA,15212,26712
VA10195,155793.3031,SINGLE FAMILY,2,1924,Stucco,ROLL,0,7,3,1,NA,1350,6500,VA,23222,29570
VA10530,966824.8816,SINGLE FAMILY,2,1938,Brick,SLATE,1,12,6,4.5,NA,4377,13600,VA,23225,35101
PA10146,942419.1198,SINGLE FAMILY,2,1933,Brick,SLATE,1,9,3,5,2,4020,27764,PA,15228,58440
VA10477,361281.1545,SINGLE FAMILY,2,1919,Brick,METAL,1,6,3,1.5,NA,1520,1813.05,VA,23220,26557
PA10994,47581.18672,ROWHOUSE,2,1900,Brick,SHINGLE,1,6,3,1,0,943,1024,PA,15213,18473
VA10607,669807.5785,SINGLE FAMILY,2.5,1910,Brick,METAL,0,8,4,2.5,NA,3328,2828.15,VA,23220,26557
PA10680,108425.3673,CONDOMINIUM,1,1972,Brick,ROLL,0,4,2,2,0,1234,0,PA,15213,18473
PA10973,300697.7558,SINGLE FAMILY,2,2002,Brick,SHINGLE,1,8,4,2.5,0,2482,20908,PA,15025,60669
PA10924,125276.5911,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,7,4,2,0,875,7938,PA,15236,46913
PA10465,2526697.503,SINGLE FAMILY,2.5,1920,Stone,SLATE,1,13,5,7.5,4,15872,1393075,PA,15238,67370
VA10228,462165.5451,SINGLE FAMILY,2,1927,Brick,SLATE,0,7,3,2.5,NA,2480,22350,VA,23227,36568
VA10819,397786.1232,CONDOMINIUM,1,1832,Brick,SLATE,0,5,2,2.5,NA,1604,0,VA,23220,26557
VA10940,138841.7265,SINGLE FAMILY,2,1924,Stucco,METAL,0,9,4,1,NA,1546,3920,VA,23222,29570
PA10434,203112.8106,SINGLE FAMILY,1.5,1965,Frame,SHINGLE,1,7,3,1.5,0,1958,11173,PA,15235,41367
VA10535,486434.0847,SINGLE FAMILY,2,1927,Brick,METAL,1,8,3,4,NA,1842,3807.7,VA,23221,39943
VA10975,617409.2193,SINGLE FAMILY,2,1910,Brick,SLATE,0,9,5,3,NA,2636,2714,VA,23220,26557
PA10402,68390.02362,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,6,3,1.5,0,1629,1680,PA,15213,18473
PA10411,431586.7593,SINGLE FAMILY,2,1987,Stucco,SLATE,1,9,3,2.5,1,3680,44475,PA,15237,55016
PA10375,195737.7004,SINGLE FAMILY,1,1962,Brick,SHINGLE,1,6,3,2.5,1,1609,6614,PA,15227,38439
PA10857,325754.375,SINGLE FAMILY,2.5,1930,Brick,SHINGLE,1,9,5,1.5,0,2770,4000,PA,15215,43750
VA10552,388449.8566,SINGLE FAMILY,2,1938,Brick,SLATE,0,8,4,1.5,NA,1765,5997,VA,23221,39943
PA10725,50315.72502,SINGLE FAMILY,1,1942,Frame,SHINGLE,0,4,2,1,0,850,6182,PA,15225,30625
VA10404,309403.1946,SINGLE FAMILY,2,1920,Brick,METAL,0,6,2,1.5,NA,1394,2339.13,VA,23220,26557
VA10983,475406.7444,SINGLE FAMILY,2,1935,Frame,METAL,0,7,3,2,NA,1731,949608,VA,23234,40522
PA10517,133728.9469,SINGLE FAMILY,1,1962,Brick,SHINGLE,1,6,3,1,0,988,111252,PA,15026,69387
VA10346,603792.9308,SINGLE FAMILY,2,1931,Brick,SLATE,0,9,4,2.5,NA,2540,6900,VA,23226,50519
VA10747,286308.7367,SINGLE FAMILY,2,1900,Brick,METAL,0,8,3,2.5,NA,1550,1377,VA,23220,26557
PA10447,48317.20059,SINGLE FAMILY,2,1938,Brick,SHINGLE,1,6,3,1,1,1176,7068,PA,15235,41367
VA10712,258833.0609,SINGLE FAMILY,1,1938,Brick,SLATE,0,5,2,1,NA,1173,6800,VA,23227,36568
VA10618,456512.5086,SINGLE FAMILY,2,1856,Brick,METAL,1,10,4,3.5,NA,1638,4255.35,VA,23223,27936
PA10041,399332.6901,SINGLE FAMILY,2,1988,Brick,SHINGLE,1,8,4,4.5,2,3754,17103,PA,15025,60669
PA10018,153708.1162,SINGLE FAMILY,1,1986,Brick,SHINGLE,1,5,3,2.5,1,1508,15750,PA,15025,60669
PA10881,107675.6578,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,2,0,1196,5581,PA,15037,55863
PA10709,240935.0519,SINGLE FAMILY,3,1880,Brick,ROLL,1,9,3,2.5,0,2140,2200,PA,15212,26712
PA10446,86771.17513,SINGLE FAMILY,2,1955,Brick,SHINGLE,1,7,3,1,0,1398,9000,PA,15237,55016
PA10547,129474.5803,SINGLE FAMILY,1,1966,Brick,SHINGLE,1,8,3,2,1,2230,8638,PA,15235,41367
VA10985,325534.0137,SINGLE FAMILY,2,1938,Brick,SLATE,0,7,3,1.5,NA,1290,4814,VA,23221,39943
PA10788,294721.1431,SINGLE FAMILY,1.5,1997,Log,SHINGLE,1,4,2,2.5,1,2332,300738,PA,15005,64427
VA10682,860712.4477,SINGLE FAMILY,1,1988,Frame,SLATE,1,11,4,3.5,NA,2425,36644.4,VA,23226,50519
VA10848,254867.8134,SINGLE FAMILY,2,1905,Brick,METAL,0,7,3,2,NA,1438,2150,VA,23220,26557
PA10203,584932.73,SINGLE FAMILY,2.5,1900,Brick,SHINGLE,1,8,4,2,3,3705,3796,PA,15213,18473
PA10449,119101.6633,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,6,3,1.5,1,1080,6858,PA,15236,46913
PA10393,96796.00726,SINGLE FAMILY,2,1920,Brick,SHINGLE,1,6,3,1.5,0,1696,8000,PA,15212,26712
PA10495,74410.60463,SINGLE FAMILY,2,1950,Brick,SHINGLE,1,5,2,1.5,0,1165,3600,PA,15213,18473
VA10627,400800.2626,SINGLE FAMILY,2,1941,Brick,SLATE,1,8,3,3,NA,1728,9920,VA,23227,36568
VA10656,96337.31153,SINGLE FAMILY,1,1921,Frame,METAL,0,5,2,1,NA,1050,4200,VA,23225,35101
VA10158,179769.5112,SINGLE FAMILY,1,1955,Brick,SHINGLE,0,6,3,1.5,NA,1295,16015.2,VA,23225,35101
PA10078,78194.61916,SINGLE FAMILY,2,1938,Frame,SHINGLE,1,6,3,1,1,1190,3600,PA,15226,37889
PA10120,55814.09627,SINGLE FAMILY,2,1945,Frame,SHINGLE,1,7,3,1.5,0,1200,3956,PA,15220,44018
PA10556,477760.749,SINGLE FAMILY,2,1980,Frame,SHINGLE,1,9,4,3.5,2,3030,94220,PA,15238,67370
PA10876,65014.58697,SINGLE FAMILY,2,1928,Frame,SHINGLE,1,6,3,1,1,1728,8400,PA,15034,57850
PA10718,272876.7004,SINGLE FAMILY,1,2008,Frame,SHINGLE,0,6,2,3.5,0,2737,64251,PA,15037,55863
VA10314,363847.4495,SINGLE FAMILY,2,1942,Brick,SLATE,0,7,4,1.5,NA,1612,6600,VA,23225,35101
PA10911,106213.9122,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,5,3,1.5,1,1236,7816,PA,15235,41367
VA10892,663270.1838,SINGLE FAMILY,2,1941,Brick,SLATE,0,8,4,3,NA,2851,6918,VA,23226,50519
PA10662,622883.4126,SINGLE FAMILY,2,1928,Brick,SLATE,1,12,5,4,0,6696,70589,PA,15220,44018
VA10364,772062.582,SINGLE FAMILY,2,1911,Brick,METAL,0,8,3,2.5,NA,3174,3315.6,VA,23220,26557
VA10285,174099.465,SINGLE FAMILY,2,1900,Frame,METAL,0,5,2,1,NA,1244,1700,VA,23220,26557
VA10617,1246135.737,SINGLE FAMILY,2,1950,Brick,SLATE,0,11,4,4.5,NA,4893,16840,VA,23226,50519
VA10317,289343.1155,SINGLE FAMILY,2,1920,Frame,METAL,0,7,3,2,NA,1704,4588,VA,23225,35101
VA10651,560274.579,SINGLE FAMILY,2,1917,Brick,METAL,1,9,4,3.5,NA,2707,3432.15,VA,23221,39943
VA10184,790435.5847,SINGLE FAMILY,1,1957,Brick,SLATE,1,9,3,3,NA,3011,90795,VA,23226,50519
VA10284,500266.3199,SINGLE FAMILY,2.5,1987,Frame,ROLL,0,7,2,2.5,NA,2488,3145,VA,23221,39943
VA10534,372842.9888,SINGLE FAMILY,2,1936,Brick,SLATE,0,8,4,2,NA,2194,6800,VA,23227,36568
PA10459,100700.3996,SINGLE FAMILY,1,1964,Brick,SHINGLE,1,8,4,2.5,1,1826,10875,PA,15237,55016
PA10424,533753.7503,SINGLE FAMILY,2,1990,Brick,SHINGLE,1,10,4,4,1,4420,30971,PA,15044,95289
VA10483,342558.0235,SINGLE FAMILY,2,1923,Brick,METAL,0,9,4,1,NA,1416,1933.75,VA,23221,39943
PA10936,86599.39845,SINGLE FAMILY,1,1997,Frame,SHINGLE,1,7,4,2,1,1500,43604,PA,15332,62875
PA10527,250460.4369,SINGLE FAMILY,2,1978,Frame,SHINGLE,1,8,4,2,1,2508,19771,PA,15241,85102
PA10724,74482.78915,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,6,3,1,1,1491,2054,PA,15212,26712
PA10776,249247.3824,SINGLE FAMILY,1.5,1956,Brick,SHINGLE,1,8,3,3,1,2326,10151,PA,15235,41367
PA10899,64955.43919,SINGLE FAMILY,3,1900,Frame,SHINGLE,1,7,4,1.5,1,2217,1820,PA,15213,18473
PA10765,123030.8019,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,2,1.5,0,900,9428,PA,15236,46913
PA10885,118042.2038,SINGLE FAMILY,1,1961,Brick,SHINGLE,1,6,3,1,1,974,46130,PA,15026,69387
PA10988,191706.5541,SINGLE FAMILY,1.5,1951,Brick,SHINGLE,1,5,2,1,1,2526,20315,PA,15220,44018
PA10027,278926.1279,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,8,4,2.5,0,2420,7500,PA,15026,69387
PA10445,277778.4006,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,4,2.5,0,1764,15496,PA,15025,60669
VA10153,360475.052,SINGLE FAMILY,2,1945,Brick,SHINGLE,0,6,3,1.5,NA,1713,8100,VA,23226,50519
